0_x,0_y,0_score,1_x,1_y,1_score,2_x,2_y,2_score,3_x,3_y,3_score,4_x,4_y,4_score,5_x,5_y,5_score,6_x,6_y,6_score,7_x,7_y,7_score,8_x,8_y,8_score,9_x,9_y,9_score,10_x,10_y,10_score,11_x,11_y,11_score,12_x,12_y,12_score,13_x,13_y,13_score,14_x,14_y,14_score,15_x,15_y,15_score,16_x,16_y,16_score,17_x,17_y,17_score,type_index,type_str,file_name
0.51,0.53,0.87,0.52,0.58,0.74,0.46,0.59,0.74,0.44,0.71,0.92,0.46,0.81,0.82,0.57,0.58,0.73,0.6,0.7,0.84,0.57,0.8,0.74,0.49,0.68,0.77,0.48,0.77,0.86,0.5,0.86,0.79,0.55,0.68,0.77,0.56,0.77,0.8,0.55,0.86,0.73,0.5,0.51,0.89,0.53,0.51,0.95,0.49,0.52,0.9,0.54,0.52,0.9,3,squat,./input/squat/Colour 948-181-squat.png
0.47,0.55,0.97,0.47,0.64,0.9,0.42,0.64,0.79,0.41,0.75,0.82,0.45,0.83,0.77,0.52,0.64,0.83,0.53,0.73,0.7,0.5,0.81,0.89,0.44,0.79,0.74,0.4,0.86,0.76,0.44,0.9,0.81,0.5,0.78,0.74,0.54,0.86,0.86,0.5,0.91,0.84,0.46,0.54,0.76,0.48,0.54,0.78,0.45,0.55,0.94,0.5,0.55,0.81,3,squat,./input/squat/Colour 734-56-squat.png
0.48,0.55,0.82,0.47,0.6,0.88,0.43,0.6,0.78,0.4,0.66,0.87,0.4,0.69,0.9,0.52,0.6,0.74,0.55,0.66,0.88,0.56,0.71,0.95,0.43,0.74,0.83,0.42,0.84,0.86,0.43,0.94,0.87,0.5,0.75,0.81,0.53,0.83,0.9,0.51,0.93,0.83,0.47,0.54,0.93,0.49,0.54,0.94,0.45,0.54,0.93,0.51,0.54,0.96,3,squat,./input/squat/Colour 825-99-squat.png
0.47,0.55,0.95,0.47,0.62,0.85,0.42,0.62,0.79,0.39,0.74,0.83,0.38,0.86,0.74,0.52,0.62,0.75,0.54,0.74,0.75,0.56,0.86,0.75,0.44,0.77,0.8,0.41,0.84,0.61,0.43,0.91,0.7,0.5,0.78,0.76,0.52,0.88,0.71,0.5,0.92,0.69,0.46,0.54,0.83,0.49,0.54,0.89,0.45,0.55,0.85,0.5,0.55,0.72,3,squat,./input/squat/Colour 731-119-squat.png
0.49,0.57,0.92,0.48,0.64,0.87,0.44,0.64,0.91,0.41,0.73,0.73,0.4,0.82,0.73,0.53,0.64,0.87,0.55,0.74,0.83,0.56,0.87,0.72,0.44,0.76,0.68,0.43,0.84,0.66,0.44,0.9,0.67,0.51,0.76,0.81,0.51,0.85,0.73,0.5,0.91,0.78,0.48,0.55,0.87,0.5,0.55,0.87,0.46,0.57,0.68,0.51,0.57,0.73,3,squat,./input/squat/Colour 724-120-squat.png
0.52,0.55,0.93,0.53,0.6,0.83,0.48,0.61,0.77,0.42,0.7,0.92,0.49,0.72,0.81,0.58,0.6,0.8,0.64,0.69,0.88,0.57,0.72,0.78,0.5,0.73,0.68,0.47,0.78,0.8,0.5,0.86,0.79,0.56,0.73,0.79,0.58,0.79,0.86,0.56,0.86,0.79,0.51,0.54,0.81,0.53,0.54,0.74,0.5,0.54,0.82,0.55,0.54,0.86,3,squat,./input/squat/Colour 689-183-squat.png
0.47,0.55,0.99,0.47,0.64,0.9,0.42,0.64,0.82,0.41,0.75,0.81,0.45,0.83,0.77,0.52,0.63,0.76,0.53,0.73,0.8,0.5,0.81,0.88,0.44,0.79,0.78,0.4,0.86,0.77,0.44,0.9,0.82,0.5,0.78,0.73,0.54,0.85,0.83,0.51,0.91,0.77,0.46,0.54,0.8,0.48,0.54,0.77,0.44,0.55,0.84,0.5,0.54,0.8,3,squat,./input/squat/Colour 741-56-squat.png
0.46,0.52,0.86,0.47,0.59,0.79,0.4,0.59,0.67,0.37,0.71,0.81,0.36,0.84,0.8,0.53,0.59,0.83,0.56,0.72,0.82,0.57,0.86,0.77,0.44,0.74,0.64,0.41,0.82,0.77,0.43,0.94,0.81,0.51,0.74,0.71,0.53,0.83,0.84,0.51,0.95,0.76,0.45,0.51,0.95,0.48,0.5,0.83,0.44,0.51,0.94,0.5,0.51,0.88,3,squat,./input/squat/Colour 870-77-squat.png
0.54,0.57,0.9,0.53,0.63,0.88,0.48,0.63,0.7,0.45,0.74,0.85,0.46,0.85,0.63,0.58,0.64,0.91,0.62,0.75,0.93,0.6,0.84,0.83,0.49,0.73,0.73,0.48,0.78,0.66,0.49,0.87,0.64,0.55,0.73,0.8,0.57,0.79,0.85,0.55,0.88,0.76,0.53,0.56,0.9,0.55,0.56,0.8,0.51,0.57,0.84,0.56,0.57,0.94,3,squat,./input/squat/Colour 817-203-squat.png
0.46,0.59,0.71,0.46,0.64,0.78,0.41,0.64,0.87,0.4,0.73,0.87,0.44,0.79,0.89,0.51,0.65,0.72,0.54,0.74,0.77,0.51,0.78,0.86,0.44,0.78,0.7,0.39,0.82,0.89,0.44,0.9,0.82,0.5,0.78,0.66,0.54,0.82,0.92,0.52,0.9,0.74,0.45,0.58,0.85,0.47,0.58,0.86,0.44,0.58,0.77,0.49,0.58,0.74,3,squat,./input/squat/Colour 843-139-squat.png
0.46,0.58,0.91,0.46,0.63,0.72,0.41,0.62,0.73,0.38,0.73,0.79,0.39,0.84,0.8,0.51,0.63,0.81,0.55,0.74,0.76,0.56,0.85,0.81,0.44,0.75,0.75,0.41,0.76,0.74,0.42,0.89,0.71,0.49,0.74,0.72,0.51,0.76,0.83,0.5,0.9,0.91,0.45,0.57,0.81,0.47,0.57,0.84,0.43,0.57,0.85,0.49,0.57,0.95,3,squat,./input/squat/Colour 883-76-squat.png
0.45,0.59,0.86,0.45,0.63,0.83,0.4,0.62,0.72,0.4,0.73,0.89,0.44,0.76,0.75,0.5,0.64,0.78,0.53,0.73,0.88,0.49,0.75,0.91,0.43,0.77,0.74,0.4,0.79,0.86,0.43,0.9,0.89,0.49,0.77,0.76,0.53,0.79,0.89,0.51,0.91,0.65,0.44,0.58,0.83,0.46,0.58,0.78,0.42,0.58,0.51,0.48,0.58,0.7,3,squat,./input/squat/Colour 821-140-squat.png
0.46,0.57,0.78,0.46,0.64,0.84,0.42,0.64,0.87,0.41,0.74,0.77,0.39,0.86,0.72,0.51,0.64,0.89,0.51,0.75,0.75,0.52,0.88,0.8,0.44,0.77,0.8,0.44,0.86,0.75,0.44,0.92,0.65,0.49,0.77,0.75,0.49,0.85,0.76,0.49,0.93,0.78,0.45,0.55,0.98,0.47,0.55,0.95,0.44,0.57,0.52,0.49,0.56,0.77,3,squat,./input/squat/Colour 576-36-squat.png
0.47,0.51,0.99,0.46,0.61,0.73,0.41,0.61,0.83,0.38,0.73,0.76,0.37,0.84,0.77,0.51,0.6,0.84,0.53,0.71,0.76,0.55,0.82,0.76,0.44,0.77,0.83,0.4,0.86,0.8,0.43,0.9,0.77,0.5,0.76,0.64,0.52,0.86,0.77,0.5,0.91,0.78,0.46,0.49,0.75,0.48,0.5,0.85,0.44,0.51,0.86,0.49,0.52,0.49,3,squat,./input/squat/Colour 592-57-squat.png
0.45,0.58,0.81,0.46,0.64,0.87,0.41,0.63,0.81,0.39,0.73,0.92,0.43,0.79,0.92,0.51,0.64,0.85,0.53,0.73,0.76,0.51,0.77,0.9,0.43,0.77,0.72,0.39,0.82,0.79,0.44,0.9,0.82,0.5,0.78,0.68,0.54,0.81,0.9,0.52,0.9,0.74,0.44,0.57,0.79,0.46,0.57,0.83,0.43,0.58,0.71,0.48,0.58,0.79,3,squat,./input/squat/Colour 861-139-squat.png
0.46,0.53,0.95,0.46,0.61,0.75,0.41,0.61,0.85,0.39,0.72,0.77,0.36,0.84,0.8,0.51,0.61,0.85,0.54,0.71,0.77,0.56,0.83,0.84,0.43,0.76,0.69,0.39,0.83,0.8,0.43,0.9,0.72,0.5,0.76,0.73,0.51,0.85,0.81,0.49,0.91,0.75,0.45,0.52,0.88,0.48,0.52,0.85,0.44,0.53,0.85,0.49,0.53,0.84,3,squat,./input/squat/Colour 849-118-squat.png
0.46,0.59,0.74,0.46,0.65,0.78,0.41,0.64,0.88,0.4,0.73,0.89,0.43,0.79,0.94,0.51,0.65,0.75,0.54,0.74,0.87,0.51,0.77,0.88,0.44,0.78,0.66,0.39,0.81,0.9,0.44,0.9,0.82,0.5,0.78,0.62,0.55,0.82,0.97,0.52,0.9,0.73,0.45,0.58,0.95,0.47,0.58,0.93,0.44,0.58,0.73,0.49,0.58,0.73,3,squat,./input/squat/Colour 835-139-squat.png
0.5,0.55,0.9,0.49,0.61,0.9,0.44,0.61,0.73,0.42,0.7,0.85,0.43,0.75,0.94,0.54,0.61,0.86,0.56,0.7,0.87,0.56,0.78,0.86,0.45,0.74,0.77,0.45,0.8,0.74,0.44,0.9,0.87,0.51,0.74,0.8,0.54,0.81,0.81,0.52,0.91,0.74,0.49,0.54,0.88,0.51,0.54,0.84,0.48,0.55,0.98,0.52,0.55,0.95,3,squat,./input/squat/Colour 797-98-squat.png
0.52,0.58,0.82,0.52,0.62,0.92,0.47,0.62,0.78,0.44,0.74,0.79,0.5,0.71,0.91,0.57,0.61,0.77,0.62,0.73,0.86,0.55,0.72,0.61,0.5,0.73,0.62,0.49,0.78,0.8,0.5,0.86,0.81,0.56,0.72,0.72,0.57,0.78,0.74,0.56,0.86,0.76,0.51,0.57,0.93,0.53,0.57,0.85,0.5,0.57,0.77,0.55,0.57,0.86,3,squat,./input/squat/Colour 683-183-squat.png
0.46,0.54,0.87,0.46,0.61,0.82,0.41,0.61,0.89,0.39,0.73,0.76,0.38,0.85,0.78,0.51,0.61,0.84,0.53,0.72,0.74,0.55,0.85,0.72,0.43,0.76,0.75,0.41,0.84,0.79,0.43,0.91,0.72,0.5,0.76,0.64,0.51,0.86,0.8,0.5,0.92,0.72,0.45,0.53,0.97,0.48,0.53,0.91,0.44,0.53,0.81,0.49,0.54,0.81,3,squat,./input/squat/Colour 710-119-squat.png
0.46,0.58,0.79,0.45,0.65,0.86,0.4,0.64,0.88,0.39,0.77,0.81,0.43,0.83,0.84,0.51,0.65,0.77,0.53,0.76,0.77,0.5,0.79,0.76,0.42,0.8,0.59,0.36,0.84,0.8,0.42,0.93,0.76,0.49,0.8,0.67,0.56,0.83,0.78,0.52,0.96,0.64,0.44,0.57,0.82,0.47,0.57,0.9,0.43,0.58,0.74,0.49,0.57,0.83,3,squat,./input/squat/Colour 769-141-squat.png
0.51,0.55,0.87,0.52,0.6,0.79,0.46,0.61,0.67,0.44,0.72,0.88,0.46,0.82,0.69,0.57,0.6,0.74,0.59,0.71,0.77,0.57,0.83,0.69,0.49,0.7,0.77,0.48,0.77,0.9,0.5,0.86,0.7,0.55,0.7,0.76,0.56,0.77,0.85,0.55,0.87,0.67,0.5,0.53,0.9,0.53,0.53,0.95,0.49,0.53,0.92,0.55,0.54,0.9,3,squat,./input/squat/Colour 946-181-squat.png
0.46,0.53,0.83,0.46,0.6,0.83,0.42,0.6,0.87,0.41,0.71,0.79,0.39,0.82,0.76,0.51,0.6,0.9,0.51,0.71,0.75,0.52,0.83,0.8,0.44,0.73,0.76,0.44,0.83,0.82,0.44,0.92,0.76,0.49,0.73,0.72,0.48,0.84,0.68,0.48,0.93,0.69,0.45,0.52,0.95,0.47,0.51,0.93,0.44,0.52,0.7,0.49,0.52,0.85,3,squat,./input/squat/Colour 573-36-squat.png
0.46,0.58,0.89,0.46,0.63,0.71,0.41,0.62,0.73,0.37,0.74,0.8,0.39,0.84,0.77,0.51,0.63,0.82,0.55,0.74,0.74,0.56,0.86,0.84,0.43,0.74,0.74,0.41,0.76,0.77,0.42,0.9,0.71,0.49,0.74,0.72,0.51,0.76,0.83,0.5,0.9,0.91,0.45,0.57,0.87,0.47,0.57,0.9,0.43,0.57,0.91,0.48,0.57,0.94,3,squat,./input/squat/Colour 880-76-squat.png
0.46,0.59,0.85,0.46,0.67,0.79,0.42,0.67,0.87,0.4,0.78,0.68,0.39,0.89,0.71,0.51,0.67,0.79,0.52,0.78,0.8,0.53,0.91,0.76,0.44,0.79,0.82,0.43,0.88,0.8,0.45,0.92,0.4,0.49,0.79,0.82,0.49,0.88,0.74,0.49,0.93,0.69,0.45,0.59,0.85,0.47,0.58,0.84,0.44,0.59,0.82,0.49,0.59,0.94,3,squat,./input/squat/Colour 579-36-squat.png
0.52,0.49,0.89,0.52,0.54,0.78,0.47,0.54,0.81,0.43,0.58,0.79,0.43,0.62,0.82,0.56,0.55,0.88,0.6,0.6,0.92,0.57,0.66,0.85,0.48,0.68,0.8,0.44,0.74,0.8,0.49,0.84,0.88,0.54,0.68,0.85,0.58,0.76,0.83,0.54,0.85,0.85,0.51,0.48,0.92,0.53,0.48,0.86,0.5,0.49,0.78,0.55,0.49,0.82,3,squat,./input/squat/Colour 761-161-squat.png
0.46,0.56,0.8,0.47,0.62,0.82,0.4,0.62,0.77,0.37,0.75,0.8,0.37,0.89,0.74,0.53,0.63,0.78,0.56,0.76,0.82,0.57,0.91,0.8,0.44,0.77,0.79,0.4,0.83,0.75,0.43,0.95,0.68,0.51,0.77,0.84,0.53,0.84,0.81,0.51,0.95,0.76,0.45,0.55,0.96,0.47,0.54,0.91,0.43,0.55,0.92,0.49,0.55,0.93,3,squat,./input/squat/Colour 856-77-squat.png
0.45,0.58,0.88,0.45,0.64,0.87,0.4,0.64,0.89,0.39,0.76,0.8,0.43,0.83,0.83,0.51,0.65,0.79,0.53,0.76,0.74,0.5,0.8,0.68,0.43,0.8,0.62,0.36,0.84,0.84,0.42,0.93,0.76,0.5,0.8,0.68,0.56,0.83,0.89,0.52,0.96,0.63,0.44,0.57,0.79,0.46,0.57,0.79,0.42,0.57,0.77,0.48,0.57,0.83,3,squat,./input/squat/Colour 754-141-squat.png
0.54,0.52,0.74,0.52,0.57,0.92,0.48,0.57,0.81,0.44,0.65,0.88,0.43,0.75,0.86,0.57,0.58,0.78,0.6,0.67,0.88,0.57,0.76,0.84,0.49,0.69,0.72,0.45,0.73,0.82,0.5,0.84,0.81,0.55,0.7,0.75,0.57,0.75,0.55,0.55,0.85,0.85,0.52,0.51,0.99,0.55,0.51,1.01,0.5,0.51,0.93,0.56,0.52,0.85,3,squat,./input/squat/Colour 754-161-squat.png
0.53,0.53,0.86,0.53,0.58,0.74,0.48,0.59,0.71,0.43,0.68,0.8,0.5,0.7,0.86,0.59,0.58,0.75,0.64,0.67,0.9,0.57,0.72,0.74,0.5,0.7,0.71,0.51,0.78,0.74,0.51,0.88,0.77,0.56,0.7,0.76,0.59,0.77,0.91,0.55,0.88,0.84,0.52,0.52,0.92,0.55,0.52,0.95,0.5,0.52,0.89,0.56,0.52,0.85,3,squat,./input/squat/Colour 662-182-squat.png
0.47,0.63,0.87,0.47,0.66,0.9,0.42,0.66,0.84,0.41,0.77,0.77,0.41,0.89,0.68,0.51,0.67,0.77,0.52,0.77,0.74,0.5,0.9,0.87,0.44,0.76,0.64,0.44,0.85,0.78,0.44,0.95,0.67,0.49,0.77,0.7,0.48,0.85,0.72,0.48,0.95,0.45,0.46,0.61,0.93,0.48,0.61,0.84,0.44,0.61,0.57,0.5,0.61,0.74,3,squat,./input/squat/Colour 603-36-squat.png
0.49,0.57,0.97,0.48,0.64,0.83,0.43,0.64,0.91,0.4,0.74,0.74,0.39,0.84,0.8,0.53,0.65,0.85,0.55,0.75,0.84,0.56,0.87,0.71,0.44,0.76,0.71,0.43,0.85,0.63,0.44,0.9,0.64,0.51,0.77,0.83,0.51,0.85,0.76,0.5,0.92,0.81,0.48,0.55,0.89,0.5,0.56,0.82,0.46,0.57,0.68,0.51,0.57,0.77,3,squat,./input/squat/Colour 730-120-squat.png
0.55,0.54,0.84,0.54,0.6,0.93,0.49,0.59,0.87,0.46,0.7,0.81,0.45,0.82,0.82,0.59,0.6,0.69,0.62,0.72,0.87,0.62,0.83,0.86,0.5,0.71,0.83,0.49,0.77,0.89,0.5,0.86,0.69,0.56,0.71,0.81,0.58,0.78,0.87,0.57,0.87,0.75,0.54,0.52,0.93,0.56,0.53,0.99,0.52,0.53,0.96,0.57,0.54,0.83,3,squat,./input/squat/Colour 810-204-squat.png
0.49,0.57,0.91,0.48,0.64,0.87,0.44,0.64,0.91,0.41,0.73,0.72,0.39,0.83,0.75,0.53,0.64,0.87,0.55,0.74,0.79,0.56,0.86,0.69,0.44,0.76,0.72,0.43,0.84,0.65,0.44,0.9,0.7,0.51,0.76,0.82,0.51,0.85,0.75,0.5,0.91,0.68,0.48,0.55,0.87,0.5,0.55,0.88,0.46,0.57,0.69,0.51,0.57,0.72,3,squat,./input/squat/Colour 722-120-squat.png
0.45,0.58,0.78,0.45,0.65,0.83,0.4,0.64,0.87,0.39,0.76,0.8,0.43,0.83,0.78,0.51,0.65,0.78,0.53,0.76,0.72,0.5,0.79,0.78,0.42,0.8,0.62,0.36,0.84,0.83,0.42,0.93,0.77,0.49,0.8,0.68,0.56,0.83,0.89,0.52,0.96,0.64,0.44,0.57,0.84,0.46,0.57,0.87,0.42,0.58,0.67,0.49,0.58,0.88,3,squat,./input/squat/Colour 759-141-squat.png
0.5,0.51,0.88,0.49,0.57,0.91,0.44,0.57,0.69,0.42,0.64,0.84,0.42,0.7,0.71,0.53,0.58,0.83,0.56,0.66,0.89,0.55,0.74,0.89,0.45,0.7,0.81,0.43,0.8,0.77,0.44,0.9,0.88,0.51,0.71,0.87,0.54,0.79,0.89,0.52,0.9,0.83,0.49,0.49,0.88,0.5,0.49,0.89,0.47,0.51,0.92,0.52,0.51,0.94,3,squat,./input/squat/Colour 786-98-squat.png
0.46,0.58,0.79,0.46,0.64,0.79,0.41,0.64,0.86,0.4,0.73,0.85,0.44,0.79,0.91,0.51,0.65,0.72,0.54,0.73,0.78,0.51,0.78,0.83,0.44,0.78,0.69,0.39,0.82,0.88,0.44,0.9,0.83,0.5,0.78,0.65,0.54,0.82,0.92,0.52,0.9,0.72,0.44,0.57,0.86,0.47,0.57,0.89,0.43,0.58,0.8,0.49,0.58,0.85,3,squat,./input/squat/Colour 847-139-squat.png
0.47,0.55,0.95,0.46,0.64,0.8,0.41,0.64,0.84,0.38,0.76,0.67,0.37,0.87,0.63,0.51,0.64,0.88,0.53,0.75,0.74,0.55,0.86,0.7,0.43,0.79,0.79,0.39,0.88,0.8,0.43,0.91,0.62,0.5,0.79,0.74,0.52,0.87,0.63,0.5,0.92,0.75,0.46,0.53,0.88,0.49,0.54,0.9,0.44,0.54,0.76,0.5,0.55,0.45,3,squat,./input/squat/Colour 569-57-squat.png
0.49,0.57,0.9,0.49,0.64,0.89,0.44,0.64,0.9,0.41,0.74,0.8,0.39,0.86,0.71,0.53,0.65,0.74,0.55,0.76,0.8,0.56,0.88,0.81,0.44,0.76,0.75,0.44,0.83,0.85,0.44,0.91,0.66,0.51,0.77,0.82,0.51,0.85,0.82,0.5,0.92,0.75,0.48,0.55,0.93,0.5,0.55,0.95,0.47,0.57,0.8,0.52,0.57,0.73,3,squat,./input/squat/Colour 693-120-squat.png
0.54,0.54,0.86,0.53,0.6,0.9,0.48,0.59,0.8,0.44,0.71,0.82,0.46,0.81,0.68,0.58,0.61,0.79,0.62,0.72,0.86,0.6,0.82,0.83,0.49,0.71,0.79,0.48,0.78,0.77,0.5,0.86,0.77,0.55,0.71,0.75,0.57,0.78,0.81,0.55,0.87,0.71,0.53,0.52,0.93,0.55,0.53,0.91,0.51,0.53,0.98,0.56,0.54,0.89,3,squat,./input/squat/Colour 821-203-squat.png
0.54,0.47,0.86,0.53,0.54,0.82,0.48,0.53,0.81,0.42,0.59,0.78,0.38,0.66,0.87,0.58,0.55,0.86,0.63,0.62,0.86,0.6,0.68,0.95,0.49,0.66,0.85,0.47,0.73,0.82,0.5,0.83,0.85,0.55,0.67,0.7,0.57,0.75,0.77,0.54,0.84,0.85,0.53,0.46,0.97,0.55,0.46,0.9,0.51,0.47,0.86,0.56,0.47,0.79,3,squat,./input/squat/Colour 768-160-squat.png
0.45,0.52,0.89,0.45,0.6,0.82,0.4,0.6,0.89,0.38,0.72,0.81,0.41,0.81,0.89,0.51,0.61,0.78,0.53,0.73,0.83,0.5,0.78,0.71,0.42,0.76,0.67,0.37,0.84,0.84,0.42,0.93,0.79,0.5,0.76,0.66,0.56,0.82,0.82,0.52,0.95,0.65,0.44,0.51,0.85,0.47,0.51,0.91,0.42,0.52,0.68,0.49,0.52,0.75,3,squat,./input/squat/Colour 738-141-squat.png
0.48,0.55,0.92,0.47,0.64,0.91,0.43,0.64,0.79,0.41,0.76,0.82,0.45,0.82,0.77,0.52,0.64,0.88,0.54,0.73,0.7,0.51,0.8,0.89,0.44,0.79,0.73,0.4,0.86,0.76,0.44,0.9,0.81,0.5,0.78,0.77,0.54,0.86,0.89,0.51,0.91,0.85,0.46,0.54,0.87,0.49,0.54,0.9,0.45,0.55,0.98,0.5,0.55,0.93,3,squat,./input/squat/Colour 730-56-squat.png
0.47,0.49,0.92,0.48,0.57,0.85,0.43,0.57,0.8,0.4,0.67,0.83,0.41,0.76,0.76,0.52,0.57,0.83,0.54,0.66,0.9,0.52,0.73,0.83,0.44,0.71,0.68,0.42,0.8,0.75,0.44,0.9,0.76,0.51,0.72,0.72,0.53,0.82,0.81,0.5,0.9,0.78,0.46,0.48,0.84,0.48,0.48,0.88,0.45,0.49,0.91,0.5,0.48,0.91,3,squat,./input/squat/Colour 705-56-squat.png
0.55,0.57,0.91,0.54,0.62,0.81,0.49,0.62,0.87,0.44,0.71,0.88,0.46,0.77,0.87,0.59,0.63,0.78,0.63,0.73,0.78,0.6,0.78,0.79,0.5,0.74,0.73,0.48,0.8,0.58,0.5,0.87,0.71,0.56,0.74,0.83,0.6,0.8,0.69,0.56,0.87,0.84,0.54,0.55,0.93,0.56,0.56,0.92,0.52,0.55,0.94,0.58,0.57,0.83,3,squat,./input/squat/Colour 985-202-squat.png
0.47,0.51,0.97,0.46,0.59,0.85,0.41,0.59,0.91,0.39,0.71,0.77,0.37,0.83,0.78,0.51,0.59,0.8,0.54,0.7,0.79,0.56,0.83,0.71,0.43,0.74,0.8,0.42,0.85,0.7,0.44,0.91,0.74,0.5,0.74,0.68,0.51,0.86,0.83,0.49,0.91,0.76,0.45,0.5,0.86,0.48,0.49,0.77,0.44,0.52,0.76,0.49,0.51,0.81,3,squat,./input/squat/Colour 701-119-squat.png
0.53,0.53,0.86,0.53,0.59,0.8,0.48,0.59,0.77,0.42,0.69,0.72,0.5,0.71,0.7,0.59,0.59,0.77,0.63,0.69,0.87,0.56,0.72,0.81,0.5,0.71,0.6,0.5,0.79,0.86,0.51,0.88,0.82,0.56,0.71,0.72,0.58,0.78,0.81,0.55,0.88,0.8,0.52,0.52,0.81,0.55,0.52,0.87,0.5,0.52,0.92,0.56,0.52,0.9,3,squat,./input/squat/Colour 654-182-squat.png
0.47,0.54,0.91,0.47,0.64,0.89,0.42,0.64,0.77,0.39,0.75,0.82,0.37,0.86,0.75,0.52,0.63,0.81,0.55,0.74,0.78,0.57,0.85,0.83,0.44,0.79,0.74,0.4,0.87,0.71,0.44,0.9,0.75,0.51,0.79,0.85,0.54,0.85,0.73,0.51,0.91,0.65,0.46,0.53,0.88,0.49,0.53,0.92,0.45,0.54,0.85,0.5,0.54,0.66,3,squat,./input/squat/Colour 756-55-squat.png
0.47,0.58,0.94,0.47,0.64,0.9,0.43,0.64,0.88,0.42,0.74,0.77,0.41,0.84,0.79,0.52,0.65,0.73,0.53,0.74,0.84,0.54,0.85,0.77,0.45,0.75,0.74,0.45,0.84,0.63,0.46,0.9,0.64,0.5,0.75,0.63,0.5,0.84,0.7,0.49,0.91,0.74,0.46,0.57,0.82,0.49,0.57,0.89,0.45,0.57,0.85,0.5,0.58,0.8,3,squat,./input/squat/Colour 805-35-squat.png
0.45,0.57,0.91,0.45,0.62,0.83,0.41,0.62,0.81,0.4,0.73,0.9,0.44,0.77,0.78,0.5,0.63,0.75,0.52,0.73,0.86,0.49,0.75,0.88,0.43,0.77,0.74,0.4,0.79,0.76,0.44,0.9,0.87,0.49,0.77,0.77,0.53,0.79,0.91,0.51,0.91,0.67,0.44,0.56,0.72,0.46,0.56,0.72,0.43,0.57,0.61,0.48,0.57,0.68,3,squat,./input/squat/Colour 810-140-squat.png
0.49,0.57,0.82,0.48,0.63,0.78,0.43,0.63,0.83,0.4,0.73,0.79,0.39,0.83,0.78,0.53,0.64,0.89,0.55,0.74,0.65,0.56,0.86,0.76,0.44,0.75,0.74,0.44,0.83,0.77,0.44,0.9,0.7,0.51,0.76,0.76,0.52,0.85,0.71,0.5,0.91,0.71,0.47,0.55,0.97,0.5,0.55,0.87,0.46,0.56,0.71,0.51,0.56,0.74,3,squat,./input/squat/Colour 734-120-squat.png
0.46,0.53,0.9,0.47,0.6,0.88,0.41,0.6,0.86,0.38,0.71,0.86,0.37,0.83,0.74,0.52,0.6,0.82,0.56,0.72,0.69,0.56,0.84,0.74,0.44,0.74,0.83,0.4,0.8,0.84,0.43,0.9,0.85,0.5,0.74,0.79,0.51,0.82,0.8,0.5,0.9,0.83,0.45,0.52,0.89,0.47,0.52,0.82,0.44,0.53,0.9,0.49,0.53,0.97,3,squat,./input/squat/Colour 810-78-squat.png
0.47,0.58,0.85,0.48,0.65,0.81,0.43,0.65,0.78,0.42,0.75,0.81,0.41,0.86,0.81,0.52,0.65,0.83,0.53,0.75,0.79,0.54,0.86,0.77,0.45,0.75,0.76,0.45,0.84,0.88,0.45,0.92,0.83,0.5,0.76,0.7,0.5,0.84,0.72,0.49,0.92,0.83,0.46,0.57,0.9,0.48,0.57,0.94,0.45,0.58,0.84,0.5,0.58,0.8,3,squat,./input/squat/Colour 967-34-squat.png
0.55,0.57,0.9,0.54,0.63,0.79,0.49,0.62,0.84,0.43,0.71,0.88,0.46,0.77,0.87,0.59,0.64,0.82,0.64,0.74,0.85,0.6,0.78,0.82,0.5,0.74,0.74,0.47,0.81,0.59,0.5,0.87,0.68,0.56,0.74,0.85,0.59,0.82,0.62,0.56,0.88,0.86,0.54,0.56,0.9,0.56,0.56,0.89,0.52,0.56,0.89,0.58,0.57,0.88,3,squat,./input/squat/Colour 987-202-squat.png
0.47,0.55,0.93,0.46,0.63,0.72,0.41,0.63,0.79,0.39,0.74,0.84,0.37,0.87,0.72,0.51,0.62,0.77,0.54,0.74,0.65,0.55,0.86,0.76,0.43,0.77,0.79,0.42,0.85,0.75,0.43,0.91,0.69,0.5,0.77,0.74,0.51,0.87,0.74,0.5,0.92,0.78,0.45,0.53,0.95,0.48,0.54,0.84,0.44,0.54,0.8,0.49,0.55,0.78,3,squat,./input/squat/Colour 707-119-squat.png
0.54,0.52,0.72,0.53,0.57,0.81,0.48,0.58,0.79,0.43,0.67,0.74,0.49,0.71,0.89,0.59,0.57,0.82,0.63,0.67,0.87,0.57,0.72,0.74,0.5,0.68,0.77,0.52,0.77,0.86,0.51,0.88,0.77,0.56,0.68,0.8,0.59,0.76,0.77,0.55,0.88,0.74,0.52,0.51,0.99,0.55,0.51,0.97,0.5,0.51,0.96,0.56,0.51,0.93,3,squat,./input/squat/Colour 668-182-squat.png
0.51,0.57,0.93,0.51,0.61,0.73,0.46,0.61,0.74,0.43,0.73,0.86,0.46,0.83,0.8,0.56,0.6,0.81,0.59,0.72,0.78,0.56,0.84,0.8,0.49,0.7,0.66,0.48,0.76,0.81,0.5,0.86,0.66,0.55,0.69,0.68,0.56,0.76,0.77,0.55,0.86,0.41,0.5,0.55,0.84,0.52,0.55,0.9,0.48,0.55,0.8,0.54,0.55,0.95,3,squat,./input/squat/Colour 928-181-squat.png
